acronym,expansion,file,sent_idx,sentence
SRS,Purpose of this Document This is the Software Requirements Specification,2001 - space fractions.txt,0,"CS373 The Denominators (10-2), SRS Version 2.0 Page 1 of 9 Software Requirements Specification Version 2.0 December 15, 2001 ""Space Fractions"" The Denominators (Team 10-2) Stephen Babin Gordon Brown Charles Browning Ingrid Chao Maggie Fang Roberto Zuniga Table of Contents 1.0 Introduction 1.1 Purpose of this Document 1.2 Scope of the Development Project 1.3 Definitions, Acronyms, and Abbreviations 1.4 References 1.5 Overview of Document 2.0 General Description 2.1 User Personas and Characteristics 2.2 Product Perspective 2.3 Overview of Functional Requirements 2.4 Overview of Data Requirements 2.5 General Constraints, Assumptions, Dependencies, and Guidelines 2.6 User View of Product Use 3.0 Specific Requirements 3.1 External Interface Requirements 3.2 Detailed Description of Functional Requirements 3.2.1 Template for Describing Functional Requirements 3.2.2 Introductory Movie 3.2.3 Main Menu 3.2.4 Game Sequence 3.2.5 Ending Scene 3.2.6 Question Updater http://www.cs.utexas.edu/users/s2s/latest/fractions4/doc/SRS.html 1/22/2003 CS373 The Denominators (10-2), SRS Version 2.0 Page 2 of 9 3.2.7 Math Umbrella 3.3 Performance Requirements 3.4 Quality Attributes 3.5 Other Requirements Change Log 1.0 Introduction 1.1 Purpose of this Document This is the Software Requirements Specification (SRS) for the ""Space Fractions"" project."
TBR,To Be Reviewed,2001 - telescope.txt,30,"Where final numerical values or specification references are not available, best estimates are given and noted TBR (To Be Reviewed)."
TBD,To Be Determined,2001 - telescope.txt,31,Items which are not yet defined are noted TBD (To Be Determined).
XRT,SCOPE This document defines the software requirements for the Swift X-Ray Telescope,2001 - telescope.txt,111,0 Software Requirements Specification Page 1 1.SCOPE This document defines the software requirements for the Swift X-Ray Telescope (XRT) Control Processor (XCP) Flight Software (FSW).
XCP,Control Processor,2001 - telescope.txt,111,0 Software Requirements Specification Page 1 1.SCOPE This document defines the software requirements for the Swift X-Ray Telescope (XRT) Control Processor (XCP) Flight Software (FSW).
FSW,Flight Software,2001 - telescope.txt,111,0 Software Requirements Specification Page 1 1.SCOPE This document defines the software requirements for the Swift X-Ray Telescope (XRT) Control Processor (XCP) Flight Software (FSW).
NASA,Overview The Swift observatory is the next in a series of National Aeronautics and Space Administration,2001 - telescope.txt,113,1.1System Overview The Swift observatory is the next in a series of National Aeronautics and Space Administration (NASA) medium- class explorer (MIDEX) satellites and is the first-of-its-kind observatory for multi-wavelength transient astronomy.
MIDEX,medium- class explorer,2001 - telescope.txt,113,1.1System Overview The Swift observatory is the next in a series of National Aeronautics and Space Administration (NASA) medium- class explorer (MIDEX) satellites and is the first-of-its-kind observatory for multi-wavelength transient astronomy.
BAT,The Burst Alert Telescope,2001 - telescope.txt,118,The Burst Alert Telescope (BAT) is a wide-angle x-ray telescope that detects GRBs.
UVOT,Optical Telescope,2001 - telescope.txt,120,"The narrow-field telescopes are the X-Ray Telescope (XRT), and the Ultraviolet/Optical Telescope (UVOT)."
CCD,autonomous X-ray Charge-Coupled Device,2001 - telescope.txt,121,"The XRT is a sensitive, autonomous X-ray Charge-Coupled Device (CCD) imaging spectrometer designed to measure the flux, spectrum, and light curve of GRBs and afterglow over a wide dynamic range covering more than seven orders of magnitude in flux."
CUBIC,Cosmic Unresolved Background Instrument using CCDs,2001 - telescope.txt,123,"The XRT will reuse some components from the following previous projects: Cosmic Unresolved Background Instrument using CCDs (CUBIC), Imager for Magnetopause-to-Aurora Global Exploration (IMAGE), Joint European X-Ray Telescope (JET-X), and the X-Ray Multi-Mirror (XMM) satellite."
IMAGE,Imager for Magnetopause-to-Aurora Global Exploration,2001 - telescope.txt,123,"The XRT will reuse some components from the following previous projects: Cosmic Unresolved Background Instrument using CCDs (CUBIC), Imager for Magnetopause-to-Aurora Global Exploration (IMAGE), Joint European X-Ray Telescope (JET-X), and the X-Ray Multi-Mirror (XMM) satellite."
JET-X,Joint European X-Ray Telescope,2001 - telescope.txt,123,"The XRT will reuse some components from the following previous projects: Cosmic Unresolved Background Instrument using CCDs (CUBIC), Imager for Magnetopause-to-Aurora Global Exploration (IMAGE), Joint European X-Ray Telescope (JET-X), and the X-Ray Multi-Mirror (XMM) satellite."
XMM,and the X-Ray Multi-Mirror,2001 - telescope.txt,123,"The XRT will reuse some components from the following previous projects: Cosmic Unresolved Background Instrument using CCDs (CUBIC), Imager for Magnetopause-to-Aurora Global Exploration (IMAGE), Joint European X-Ray Telescope (JET-X), and the X-Ray Multi-Mirror (XMM) satellite."
XEP,the XRT Electronics Package,2001 - telescope.txt,124,"The XRT electronics is split into two parts: the XRT Electronics Package (XEP), and the Camera Head."
VME,A VERSAmodule European,2001 - telescope.txt,125,"1.1.1XRT Electronics Package (XEP) The XEP is mounted on the Spacecraft (S/C) and is comprised of: • A VERSAmodule European (VME) enclosure with two separate Faraday shielded compartments for separate digital and analog sections • A split backplane for separate digital and analog sections • A low voltage power supply with fixed voltage outputs • A Lockheed-Martin Federal Systems (LMFS) single board computer using the RAD6000 microprocessor • The Communication board which has a Dual Redundant MIL-STD-1553 (1553) interface, a Real Time Clock (RTC), a Universal Asynchronous Receiver-Transmitter (UART) to interface to the Telescope Alignment Monitor (TAM), and a CCD data buffer • A Relay board which has relays to control the heaters, TAM power, camera door High-Output Paraffin (HOP) actuators, and the camera pressure relief valve HOP actuator."
LMFS,A Lockheed-Martin Federal Systems,2001 - telescope.txt,125,"1.1.1XRT Electronics Package (XEP) The XEP is mounted on the Spacecraft (S/C) and is comprised of: • A VERSAmodule European (VME) enclosure with two separate Faraday shielded compartments for separate digital and analog sections • A split backplane for separate digital and analog sections • A low voltage power supply with fixed voltage outputs • A Lockheed-Martin Federal Systems (LMFS) single board computer using the RAD6000 microprocessor • The Communication board which has a Dual Redundant MIL-STD-1553 (1553) interface, a Real Time Clock (RTC), a Universal Asynchronous Receiver-Transmitter (UART) to interface to the Telescope Alignment Monitor (TAM), and a CCD data buffer • A Relay board which has relays to control the heaters, TAM power, camera door High-Output Paraffin (HOP) actuators, and the camera pressure relief valve HOP actuator."
RTC,a Real Time Clock,2001 - telescope.txt,125,"1.1.1XRT Electronics Package (XEP) The XEP is mounted on the Spacecraft (S/C) and is comprised of: • A VERSAmodule European (VME) enclosure with two separate Faraday shielded compartments for separate digital and analog sections • A split backplane for separate digital and analog sections • A low voltage power supply with fixed voltage outputs • A Lockheed-Martin Federal Systems (LMFS) single board computer using the RAD6000 microprocessor • The Communication board which has a Dual Redundant MIL-STD-1553 (1553) interface, a Real Time Clock (RTC), a Universal Asynchronous Receiver-Transmitter (UART) to interface to the Telescope Alignment Monitor (TAM), and a CCD data buffer • A Relay board which has relays to control the heaters, TAM power, camera door High-Output Paraffin (HOP) actuators, and the camera pressure relief valve HOP actuator."
UART,a Universal Asynchronous Receiver-Transmitter,2001 - telescope.txt,125,"1.1.1XRT Electronics Package (XEP) The XEP is mounted on the Spacecraft (S/C) and is comprised of: • A VERSAmodule European (VME) enclosure with two separate Faraday shielded compartments for separate digital and analog sections • A split backplane for separate digital and analog sections • A low voltage power supply with fixed voltage outputs • A Lockheed-Martin Federal Systems (LMFS) single board computer using the RAD6000 microprocessor • The Communication board which has a Dual Redundant MIL-STD-1553 (1553) interface, a Real Time Clock (RTC), a Universal Asynchronous Receiver-Transmitter (UART) to interface to the Telescope Alignment Monitor (TAM), and a CCD data buffer • A Relay board which has relays to control the heaters, TAM power, camera door High-Output Paraffin (HOP) actuators, and the camera pressure relief valve HOP actuator."
TAM,to interface to the Telescope Alignment Monitor,2001 - telescope.txt,125,"1.1.1XRT Electronics Package (XEP) The XEP is mounted on the Spacecraft (S/C) and is comprised of: • A VERSAmodule European (VME) enclosure with two separate Faraday shielded compartments for separate digital and analog sections • A split backplane for separate digital and analog sections • A low voltage power supply with fixed voltage outputs • A Lockheed-Martin Federal Systems (LMFS) single board computer using the RAD6000 microprocessor • The Communication board which has a Dual Redundant MIL-STD-1553 (1553) interface, a Real Time Clock (RTC), a Universal Asynchronous Receiver-Transmitter (UART) to interface to the Telescope Alignment Monitor (TAM), and a CCD data buffer • A Relay board which has relays to control the heaters, TAM power, camera door High-Output Paraffin (HOP) actuators, and the camera pressure relief valve HOP actuator."
