file,smell,sentence
2001 - hats.txt,Ambiguity,"""When in the Course of human events, it becomes necessary for one people to dissolve the political bands which have connected them with another” Table 10 gives some example search strings and the results, searching from the start of the string."
2001 - space fractions.txt,Ambiguity,"Therefore, various environments may yield different interfaces, but the behavior of the program will be the same."
2001 - space fractions.txt,Vagueness,Bobby will be captivated by the storyline and will wish to progress as fast as possible.
2001 - space fractions.txt,Vagueness,"Upon correct submission of her password, she uses an intuitive web forms interface to update the game to her desiring."
2001 - space fractions.txt,Vagueness,The interface for this program will be relatively simple.
2001 - space fractions.txt,Ambiguity,"For example, using appropriate sub- (cid:122) scenes in the main Flash game to split up the code will allow for easy alteration at a later date."
2001 - space fractions.txt,Vagueness,"For example, using appropriate sub- (cid:122) scenes in the main Flash game to split up the code will allow for easy alteration at a later date."
2001 - telescope.txt,Incompleteness,Items which are not yet defined are noted TBD (To Be Determined).
2001 - telescope.txt,Incompleteness,"The following table summarizes the TBD/TBR items in this revision of the document, and supplements the revision notice above."
2001 - telescope.txt,Ambiguity,Section Description 2.0 Some referenced document data is incomplete.
2001 - telescope.txt,Ambiguity,3.0 Some abbreviations are TBR.
2001 - telescope.txt,Ambiguity,Table 2 Some information about science data acquisition modes is TBD.
2001 - telescope.txt,Incompleteness,Table 2 Some information about science data acquisition modes is TBD.
2001 - telescope.txt,Ambiguity,6 Some items in Data Dictionary are TBD/TBR.
2001 - telescope.txt,Incompleteness,6 Some items in Data Dictionary are TBD/TBR.
2001 - telescope.txt,Incompleteness,"Appendix A, Requirements in these sections are TBD/TBR."
2001 - telescope.txt,Incompleteness,Verification is TBD.
2001 - telescope.txt,Ambiguity,Science Telemetry Rates for Typical 30 Minute Observation.......................................................................25 Table 4.
2001 - telescope.txt,Ambiguity,"It will refine the BAT positions (~1-4' uncertainty) to 2.5"" within 5 seconds of target acquisition for typical bursts, allowing ground-based optical telescopes to begin immediate spectroscopic observations of the afterglow."
2001 - telescope.txt,Ambiguity,"The XRT will reuse some components from the following previous projects: Cosmic Unresolved Background Instrument using CCDs (CUBIC), Imager for Magnetopause-to-Aurora Global Exploration (IMAGE), Joint European X-Ray Telescope (JET-X), and the X-Ray Multi-Mirror (XMM) satellite."
2001 - telescope.txt,Vagueness,These controllers are simple on-off type with hysteresis.
2001 - telescope.txt,Ambiguity,Some of these components will be reused for XRT.
2001 - telescope.txt,Incompleteness,"Document ID: GSFC-410.4-SPEC-0004 Originator: Goddard Space Flight Center, Greenbelt MD Issue: TBD Title: Swift Mission Requirements Document Applicability: Defines the mission level requirements for the Swift observatory."
2001 - telescope.txt,Incompleteness,"2 Chg. 0 Software Requirements Specification Page 13 S/C Spacecraft SCU Spacecraft Control Unit SDP Software Development Plan sec Second SED Software Engineering Department SMOC Science Mission Operations Center SPB Survival Power Bus SSFF Space Station Furnace Facility SSP Standard Software Process SSR Solid State Recorder SwRI Southwest Research Institute TAM Telescope Alignment Monitor TBD To Be Determined TBR To Be Reviewed TDRSS Tracking and Data Relay Satellite System TEC Thermo-Electric Cooler TSM Timer/Sequencer Module UART Universal Asynchronous Receiver-Transmitter UTC Universal Time Coordinate UVOT Ultraviolet/Optical Telescope V Volt(s) VDC Volts of Direct Current VME VERSAmodule European XCM XRT Communications Module XCP XRT Control Processor (RAD6000 Module) XCP-1553 MIL-STD-1553B Bus Driver XCP-422 RS-422 Driver XCP-ANIO Analog I/O Driver XCP-BHC Baffle Heater Control CSC XCP-BIT Built-In Tests CSC XCP-CCD CCD Interface CSC XCP-CCM Command and Control CSC XCP-CDD CCD Data Driver XCP-DCC Data Collection Control CSC XCP-EDAC Error Detection And Correction CSC XCP-EEFS EEPROM File System CSC XCP-EEPRM EEPROM Interface Driver XCP-ENET Engineering Ethernet Driver XCP-ERP Event Recognition Processor CSC XCP-PDD Power Distribution Driver XCP-PP Periodic Processing CSC XCP-RTOS Real-Time Operating System CSC XCP-SCUI Spacecraft Control Unit Interface CSC Southwest Research Institute 04121-XCPSRS-01 XRT Control Processor April 23, 2001 Rev."
2001 - telescope.txt,Vagueness,"At this point, the S/C has come to within ten arc minutes of the target or the observation preliminary activities are complete, and the software switches to the fast timing mode."
2001 - telescope.txt,Vagueness,"Next, the software enters the fast timing mode."
2001 - telescope.txt,Vagueness,"Report and transmit via TDRSS within 1200 seconds of burst alert Collect and transmit Postage Stamp Image Report to spacecraft Photo-Diode Mode (Fast Timing) On receipt of Slew Start, or Read out prior mode Acquire and accumulate data timing mode pixels."
2001 - telescope.txt,Vagueness,"The purpose of Photo-Diode Mode Observation of target with is to measure the rate of burst count rate between 40 and Select and download Produce Fast Timing decay at a much higher rate (0.5 8500 cps, or sequencer program Frame Report and transmit msec) by collapsing the entire CCD to spacecraft."
2001 - telescope.txt,Incompleteness,"Windowed Timing (Slow Timing) Observation of target with Read out prior mode Histogram timing mode count rate between 2 and data pixels for TBD seconds, The purpose of Windowed Timing 40 cps, or produce Spectrum Report, Mode is to measure the rate of Select and download and transmit to TDRSS burst decay at a much higher rate Ground Command sequencer program within 1200 second of new (5 msec) by collapsing the entire Verify DAC setup burst."
2001 - telescope.txt,Ambiguity,Science Telemetry Rates for Typical 30 Minute Observation Time Since Burst (sec) Time Since Slew Settle Duration Flux Report Bytes Number Total Bytes Bits per (sec) * (cps) per of Second Report Reports Start Stop Start Stop 50 55 0 5 5 N/A XRT Position 960 1 960 1536 55 56 5 6 1 N/A XRT Image 5760 1 5760 46080 56 100 6 50 44 3000 Fast Timing 1050 528 554400 100800 100 300 50 250 200 1000 Fast Timing 1050 800 840000 33600 300 1000 250 950 700 300 Fast Timing 1050 840 882000 10080 1000 1150 950 1100 150 100 Fast Timing 1050 60 63000 3360 1050 1150 1000 1100 100 N/A XRT 2880 1 2880 230.4 Spectrum 1150 1850 1100 1800 700 100 Fast Timing 1050 280 294000 3360 0 1800 1800 N/A 30 min 2643000 11747 Automated Observation Assume time duration of slew is 50 sec.
2001 - telescope.txt,Vagueness,Science Telemetry Rates for Typical 30 Minute Observation Time Since Burst (sec) Time Since Slew Settle Duration Flux Report Bytes Number Total Bytes Bits per (sec) * (cps) per of Second Report Reports Start Stop Start Stop 50 55 0 5 5 N/A XRT Position 960 1 960 1536 55 56 5 6 1 N/A XRT Image 5760 1 5760 46080 56 100 6 50 44 3000 Fast Timing 1050 528 554400 100800 100 300 50 250 200 1000 Fast Timing 1050 800 840000 33600 300 1000 250 950 700 300 Fast Timing 1050 840 882000 10080 1000 1150 950 1100 150 100 Fast Timing 1050 60 63000 3360 1050 1150 1000 1100 100 N/A XRT 2880 1 2880 230.4 Spectrum 1150 1850 1100 1800 700 100 Fast Timing 1050 280 294000 3360 0 1800 1800 N/A 30 min 2643000 11747 Automated Observation Assume time duration of slew is 50 sec.
